,ID,Link,Title,Price,Miles,Score,Motor,Drive_Type,Transmission,Color,Prior_Use,PreOwner_Amount,Features
601,602,https://www.carmax.com//car/23835932,2014 BMW I3 Mega World,"$16,998",34K,6,Electric,"Automatic
T",Bla,"None
Pri",None,2 ,"['Cruise Control', 'Front Seat Heaters', 'Rear View Camera', 'Air Conditioning', 'Leatherette & Cloth', 'AM/FM Stereo', 'Auxiliary Audio Input', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Navigation System', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Automated Cruise Control', 'Parking Sensors']"
602,603,https://www.carmax.com//car/24338494,2020 Tesla Model Y Long Range,"$46,998",27K,4,Electric,All Wheel Drive,Automatic,White/Black,None,2 ,"['Automated Parking', 'Cruise Control', 'Satellite Radio Ready', 'Skylight(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Blind Spot Monitor', 'Lane Departure Warning', 'Cross-Traffic Alert', 'Parking Sensors']"
603,604,https://www.carmax.com//car/24008846,2012 Mitsubishi i-MIEV ES,"$11,599",30K,6,Electric,Rear Wheel Drive,Automatic,Silver/Black,Leased vehicle,2 ,"['Air Conditioning', 'Cloth Seats', 'AM/FM Stereo', 'CD Audio', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Rear Defroster', 'Traction Control', 'Automatic Transmission']"
604,605,https://www.carmax.com//car/24290002,2022 Tesla Model 3 Long Range,"$43,998",24K,A,Electric,All Wheel Drive,Automatic,Black/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
605,606,https://www.carmax.com//car/24054830,2022 Tesla Model 3 ,"$42,998",12K,7,Electric,Rear Wheel Drive,Automatic,Black/White,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'AM/FM Stereo', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
606,607,https://www.carmax.com//car/23910295,2019 Tesla Model 3 Standard Range Plus,"$36,998",18K,A,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Leatherette Seats', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Skylight(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
607,608,https://www.carmax.com//car/24197922,2021 Tesla Model 3 Standard Range Plus,"$36,998",46K,A,Electric,Rear Wheel Drive,Automatic,White/White,None,2 ,"['Automated Parking', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
608,609,https://www.carmax.com//car/23840233,2020 Tesla Model Y Long Range,"$51,998",13K,1,Electric,All Wheel Drive,Automatic,White/Gray,None,2 ,"['Leather Seats', 'Driver Adjustable Lumbar', 'Automatic Highbeams', 'WiFi Hotspot', 'Daytime Running Lights', 'Fog Lamps', 'No A/C', '4WD/AWD', 'Automatic Transmission', 'Cross-Traffic Alert', 'Cross-Traffic Alert']"
609,610,https://www.carmax.com//car/23794490,2019 Jaguar I-Pace SE,"$44,998",17K,A,Electric,All Wheel Drive,Automatic,Gray/Cream,None,1,"['20 Inch Plus Wheels', 'Air Conditioning', 'Front Seat Heaters', 'Heated Steering Wheel', 'Power Hatch/Deck Lid', 'Rear Air Conditioning', 'Climate Package', 'Leather Seats', 'Memory Seat(s)', 'Auxiliary Audio Input', 'Meridian Audio', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Cruise Control', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Rear Spoiler', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Apple CarPlay', 'Lane Departure Warning', 'Blind Spot Monitor', 'Parking Sensors', 'Android Auto', 'Apple CarPlay', 'Blind Spot Monitor', 'Automated Cruise Control', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
610,611,https://www.carmax.com//car/24149004,2022 Tesla Model 3 Long Range,"$45,998",15K,9,Electric,All Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'AM/FM Stereo', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
611,612,https://www.carmax.com//car/24105955,2021 Tesla Model X Long Range Plus,"$86,998",14K,A,Electric,All Wheel Drive,Automatic,Gray/Black,None,2 ,"['Adjustable Suspension', 'Automated Parking', 'A/C Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Tow Hitch', '4WD/AWD', 'Automatic Transmission', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
612,613,https://www.carmax.com//car/24183861,2022 Tesla Model 3 Long Range,"$45,998",11K,A,Electric,All Wheel Drive,Automatic,Black/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
613,614,https://www.carmax.com//car/24083197,2021 Tesla Model 3 Long Range,"$42,998",21K,A,Electric,All Wheel Drive,Automatic,Black/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Blind Spot Monitor', 'Lane Departure Warning', 'Parking Sensors', 'Automated Cruise Control', 'Cross-Traffic Alert']"
614,615,https://www.carmax.com//car/23641531,2021 Tesla Model Y Long Range,"$50,998",15K,A,Electric,All Wheel Drive,Automatic,Red/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Rear Seat Heaters', 'Skylight(s)', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Lane Departure Warning', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
615,616,https://www.carmax.com//car/24275497,2023 Audi Q4 e-tron Premium Plus,"$61,998",7K,P,Electric,All Wheel Drive,Automatic,Black/Black,None,1,"['A/C Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Apple CarPlay', 'Parking Sensors', 'Lane Departure Warning', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
616,617,https://www.carmax.com//car/24308858,2022 Ford Mustang Mach-E GT,"$58,998",10K,4,Electric,All Wheel Drive,Automatic,Black/Black,None,1,"['Cruise Control', 'Rear Defroster', 'Comfort Package', 'Performance Package', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leather & Suede Seats', 'Memory Seat(s)', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Sync System', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Remote Start', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Apple CarPlay', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
617,618,https://www.carmax.com//car/24042368,2023 Audi e-tron Premium Plus,"$69,998",1K,P,Electric,All Wheel Drive,Automatic,Black/Brown,None,1,"['A/C Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leather Seats', 'Memory Seat(s)', 'Panoramic Sunroof', 'Rear Air Conditioning', 'Rear Seat Heaters', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Apple CarPlay', 'Lane Departure Warning', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
618,619,https://www.carmax.com//car/24211707,2022 Tesla Model 3 ,"$42,998",10K,A,Electric,Rear Wheel Drive,Automatic,White/Black,None,1,"['Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Skylight(s)', 'Automated Parking', 'Automatic Highbeams', 'Bluetooth Technology', 'Cruise Control', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Parking Sensors', 'Blind Spot Monitor', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Parking Sensors']"
619,620,https://www.carmax.com//car/23853983,2020 Tesla Model Y Performance,"$51,998",24K,A,Electric,All Wheel Drive,Automatic,Gray/Black,None,1,"['20 Inch Plus Wheels', 'Cruise Control', 'A/C Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leatherette Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Automatic Highbeams', 'Bluetooth Technology', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Fog Lamps', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Lane Departure Warning', 'Parking Sensors', 'Blind Spot Monitor', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
620,621,https://www.carmax.com//car/23738450,2022 Ford Mustang Mach-E GT,"$53,998",6K,1,Electric,All Wheel Drive,Automatic,Yellow/Black,None,2 ,"['Automated Parking', 'Rear Defroster', 'Comfort Package', 'Performance Package', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Heated Steering Wheel', 'Leather & Suede Seats', 'Memory Seat(s)', 'Bang & Olufsen Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Sync System', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Remote Start', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Blind Spot Monitor', 'Apple CarPlay', 'Lane Departure Warning', 'Parking Sensors', 'Automated Cruise Control', 'Android Auto', 'Apple CarPlay', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
621,622,https://www.carmax.com//car/24149902,2019 Volkswagen Golf Electric SE,"$21,998",36K,A,Electric,Front Wheel Drive,Automatic,Blue/Black,None,1,"['Air Conditioning', 'Cloth Seats', 'Front Seat Heaters', 'CD Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Automatic Transmission', 'Automated Cruise Control', 'Blind Spot Monitor', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay']"
622,623,https://www.carmax.com//car/24318623,2019 Jaguar I-Pace HSE,"$42,998",33K,A,Electric,All Wheel Drive,Automatic,Orange/Black,Leased vehicle,1,"['Air Conditioning', 'Head Up Display', 'Heated Steering Wheel', 'Rear Air Conditioning', 'A/C Seat(s)', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'Rear Seat Heaters', 'Auxiliary Audio Input', 'Meridian Audio', 'SiriusXM Trial Available', 'Bluetooth Technology', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'WiFi Hotspot', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', '20 Inch Plus Wheels', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', '4WD/AWD', 'Automatic Transmission', 'Parking Sensors', 'Automated Cruise Control', 'Apple CarPlay', 'Lane Departure Warning', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Blind Spot Monitor', 'Automated Cruise Control', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
623,624,https://www.carmax.com//car/24024860,2022 Hyundai Ioniq 5 SE,"$40,998",9K,A,Electric,All Wheel Drive,Automatic,White/Gray,None,1,"['Air Conditioning', 'Cloth Seats', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Rear Defroster', 'Traction Control', '4WD/AWD', 'Automatic Transmission', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Apple CarPlay', 'Parking Sensors', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
624,625,https://www.carmax.com//car/24288845,2022 Kia EV6 Wind,"$41,998",9K,A,Electric,Rear Wheel Drive,Automatic,Blue/Black,None,1,"['A/C Seat(s)', 'Air Conditioning', 'Driver Adjustable Lumbar', 'Front Seat Heaters', 'Leather Seats', 'Memory Seat(s)', 'AM/FM Stereo', 'Auxiliary Audio Input', 'Meridian Audio', 'Satellite Radio Ready', 'SiriusXM Trial Available', 'Automatic Highbeams', 'Bluetooth Technology', 'Navigation System', 'Rain Sensing Wipers', 'Rear View Camera', 'Smart Key', 'Overhead Airbags', 'Power Locks', 'Power Mirrors', 'Power Seat(s)', 'Power Windows', 'Side Airbags', 'Universal Garage Door Opener', 'ABS Brakes', 'Alloy Wheels', 'Daytime Running Lights', 'Power Hatch/Deck Lid', 'Rear Defroster', 'Traction Control', 'Automatic Transmission', 'Apple CarPlay', 'Parking Sensors', 'Automated Cruise Control', 'Lane Departure Warning', 'Blind Spot Monitor', 'Android Auto', 'Apple CarPlay', 'Automated Cruise Control', 'Blind Spot Monitor', 'Cross-Traffic Alert', 'Lane Departure Warning', 'Parking Sensors']"
